id_census,id_shapefile
36081021900,4021900
36081022001,4022001
36081022002,4022002
36081022900,4022900
36081023000,4023000
36081023200,4023200
36081023500,4023500
36081023600,4023600
36081023800,4023800
36081024000,4024000
36081024300,4024300
36081024500,4024500
36081024600,4024600
36081024700,4024700
36081024900,4024900
36081025100,4025100
36081025301,4025301
36081025302,4025302
36081025400,4025400
36081025500,4025500
36081025700,4025700
36081025800,4025800
36081025900,4025900
36081026000,4026000
36081026100,4026100
36081026200,4026200
36081026300,4026300
36081026400,4026400
36081026500,4026500
36081026600,4026600
36081026700,4026700
36081026901,4026901
36081026902,4026902
36081027000,4027000
36081027100,4027100
36081027200,4027200
36081027300,4027300
36081027400,4027400
36081027500,4027500
36081027600,4027600
36081027700,4027700
36081027800,4027800
36081027900,4027900
36081028000,4028000
36081028100,4028100
36081028200,4028200
36081028300,4028300
36081028400,4028400
36081028500,4028500
36081028700,4028700
36081028800,4028800
36081028900,4028900
36081029100,4029100
36081029300,4029300
36081029400,4029400
36081029500,4029500
36081029700,4029700
36081029900,4029900
36081030600,4030600
36081030902,4030902
36081030903,4030903
36081030904,4030904
36081031700,4031700
36081032000,4032000
36081032700,4032700
36081032800,4032800
36081032900,4032900
36081033000,4033000
36081033100,4033100
36081033401,4033401
36081033402,4033402
36081033700,4033700
36081033900,4033900
36081034700,4034700
36081035100,4035100
36081035200,4035200
36081035300,4035300
36081035700,4035700
36081035800,4035800
36081036100,4036100
36081036300,4036300
36081036500,4036500
36081036600,4036600
36081036700,4036700
36081036800,4036800
36081037100,4037100
36081037300,4037300
36081037500,4037500
36081037600,4037600
36081037700,4037700
36081037900,4037900
36081038100,4038100
36081038301,4038301
36081038302,4038302
36081038400,4038400
36081039400,4039400
36081039800,4039800
36081039900,4039900
36081040000,4040000
36081040100,4040100
36081040200,4040200
36081040300,4040300
36081040400,4040400
36081040500,4040500
36081040700,4040700
36081040900,4040900
36081041100,4041100
36081041300,4041300
36081041400,4041400
36081041500,4041500
36081042400,4042400
36081042600,4042600
36081042700,4042700
36081043200,4043200
36081043400,4043400
36081043701,4043701
36081043702,4043702
36081043900,4043900
36081044000,4044000
36081044301,4044301
36081044302,4044302
36081044400,4044400
36081044601,4044601
36081044602,4044602
36081044800,4044800
36081045000,4045000
36081045200,4045200
36081045400,4045400
36081045500,4045500
36081045600,4045600
36081045700,4045700
36081045800,4045800
36081045900,4045900
36081046000,4046000
36081046100,4046100
36081046200,4046200
36081046300,4046300
36081046400,4046400
36081046500,4046500
36081046600,4046600
36081046700,4046700
36081046800,4046800
36081046900,4046900
36081047000,4047000
36081047100,4047100
36081047200,4047200
36081047300,4047300
36081047500,4047500
36081047600,4047600
36081047800,4047800
36081047900,4047900
36081048000,4048000
36081048100,4048100
36081048200,4048200
36081048300,4048300
36081048400,4048400
36081048500,4048500
36081048900,4048900
36081049200,4049200
36081049301,4049301
36081049302,4049302
36081049500,4049500
36081049600,4049600
36081049700,4049700
36081049900,4049900
36081050000,4050000
36081050201,4050201
36081050202,4050202
36081050400,4050400
36081050500,4050500
36081050600,4050600
36081050700,4050700
36081050800,4050800
36081051000,4051000
36081051100,4051100
36081051200,4051200
36081051300,4051300
36081051500,4051500
36081051600,4051600
36081051700,4051700
36081051800,4051800
36081052000,4052000
36081052100,4052100
36081052200,4052200
36081052400,4052400
36081052500,4052500
36081052600,4052600
36081052800,4052800
36081053000,4053000
36081053100,4053100
36081053200,4053200
36081053401,4053401
36081053500,4053500
36081053601,4053601
36081053800,4053800
36081053900,4053900
36081054000,4054000
36081054200,4054200
36081054500,4054500
36081054700,4054700
36081054800,4054800
36081054900,4054900
36081055100,4055100
36081055200,4055200
36081055300,4055300
36081055400,4055400
36081055500,4055500
36081055600,4055600
36081055700,4055700
36081055800,4055800
36081055900,4055900
36081056000,4056000
36081056100,4056100
36081056200,4056200
36081056400,4056400
36081056500,4056500
36081056600,4056600
36081056700,4056700
36081056800,4056800
36081057700,4057700
36081057900,4057900
36081058000,4058000
36081058100,4058100
36081058200,4058200
36081058300,4058300
36081058500,4058500
36081058700,4058700
36081058900,4058900
36081059000,4059000
36081059100,4059100
36081059200,4059200
36081059300,4059300
36081059400,4059400
36081059500,4059500
36081059600,4059600
36081059800,4059800
36081059900,4059900
36081060000,4060000
36081060100,4060100
36081060300,4060300
36081060600,4060600
36081060701,4060701
36081060800,4060800
36081061000,4061000
36081061200,4061200
36081061301,4061301
36081061302,4061302
36081061400,4061400
36081061601,4061601
36081061602,4061602
36081061800,4061800
36081061900,4061900
36081062000,4062000
36081062100,4062100
36081062200,4062200
36081062300,4062300
36081062400,4062400
36081062500,4062500
36081062600,4062600
36081062700,4062700
36081062900,4062900
36081063000,4063000
36081063200,4063200
36081063301,4063301
36081063302,4063302
36081063500,4063500
36081063700,4063700
36081063800,4063800
36081063900,4063900
36081064101,4064101
36081064102,4064102
36081064500,4064500
36081064600,4064600
36081065000,4065000
36081065400,4065400
36081065501,4065501
36081065600,4065600
36081065702,4065702
36081065703,4065703
36081065900,4065900
36081066000,4066000
36081066100,4066100
36081066300,4066300
36081066400,4066400
36081066501,4066501
36081066701,4066701
36081066900,4066900
36081067100,4067100
36081067700,4067700
36081067900,4067900
36081068000,4068000
36081068200,4068200
36081068300,4068300
36081068700,4068700
36081069000,4069000
36081069300,4069300
36081069400,4069400
36081069500,4069500
36081069701,4069701
36081069702,4069702
36081070300,4070300
36081070700,4070700
36081070900,4070900
36081071100,4071100
36081071303,4071303
36081071304,4071304
36081071305,4071305
36081071306,4071306
36081071600,4071600
36081071701,4071701
36081071702,4071702
36081071900,4071900
36081072100,4072100
36081072300,4072300
36081072900,4072900
36081073100,4073100
36081073700,4073700
36081073900,4073900
36081074100,4074100
36081074300,4074300
36081074500,4074500
36081074700,4074700
36081074900,4074900
36081075701,4075701
36081075702,4075702
36081076901,4076901
36081076902,4076902
36081077300,4077300
36081077500,4077500
36081077902,4077902
36081077903,4077903
36081077904,4077904
36081077905,4077905
36081077906,4077906
36081077907,4077907
36081077908,4077908
36081078800,4078800
36081079000,4079000
36081079200,4079200
36081079300,4079300
36081079701,4079701
36081079702,4079702
36081079900,4079900
36081080301,4080301
36081080302,4080302
36081080900,4080900
36081081400,4081400
36081081800,4081800
36081083700,4083700
36081083800,4083800
36081084000,4084000
36081084500,4084500
36081084601,4084601
36081084602,4084602
36081084900,4084900
36081085300,4085300
36081085500,4085500
36081085700,4085700
36081085900,4085900
36081086100,4086100
36081086300,4086300
36081086400,4086400
36081086500,4086500
36081086900,4086900
36081087100,4087100
36081088400,4088400
36081088901,4088901
36081089200,4089200
36081090700,4090700
36081091601,4091601
36081091602,4091602
36081091800,4091800
36081091900,4091900
36081092200,4092200
36081092500,4092500
36081092800,4092800
36081092900,4092900
36081093401,4093401
36081093402,4093402
36081093800,4093800
36081093900,4093900
36081094201,4094201
36081094202,4094202
36081094203,4094203
36081094500,4094500
36081094700,4094700
36081095400,4095400
36081096400,4096400
36081097202,4097202
36081097203,4097203
36081097204,4097204
36081097300,4097300
36081098100,4098100
36081098700,4098700
36081099100,4099100
36081099200,4099200
36081099701,4099701
36081099703,4099703
36081099704,4099704
36081099705,4099705
36081099801,4099801
36081099802,4099802
36081099900,4099900
36081100801,4100801
36081100802,4100802
36081101001,4101001
36081101002,4101002
36081101700,4101700
36081102900,4102900
36081103201,4103201
36081103202,4103202
36081103300,4103300
36081103900,4103900
36081104700,4104700
36081105900,4105900
36081107201,4107201
36081107202,4107202
36081108500,4108500
36081109300,4109300
36081109700,4109700
36081109900,4109900
36081111300,4111300
36081112300,4112300
36081112900,4112900
36081113300,4113300
36081113900,4113900
36081114100,4114100
36081114700,4114700
36081115100,4115100
36081115500,4115500
36081115700,4115700
36081115900,4115900
36081116100,4116100
36081116300,4116300
36081116700,4116700
36081117100,4117100
36081117500,4117500
36081118100,4118100
36081118500,4118500
36081118700,4118700
36081118900,4118900
36081119100,4119100
36081119300,4119300
36081119500,4119500
36081119900,4119900
36081120100,4120100
36081120300,4120300
36081120500,4120500
36081120700,4120700
36081121100,4121100
36081121500,4121500
36081122300,4122300
36081122701,4122701
36081122702,4122702
36081124100,4124100
36081124700,4124700
36081125700,4125700
36081126500,4126500
36081126700,4126700
36081127700,4127700
36081128300,4128300
36081129102,4129102
36081129103,4129103
36081129104,4129104
36081130100,4130100
36081133300,4133300
36081133900,4133900
36081134100,4134100
36081134700,4134700
36081136700,4136700
36081137700,4137700
36081138501,4138501
36081138502,4138502
36081139900,4139900
36081140300,4140300
36081140901,4140901
36081140902,4140902
36081141700,4141700
36081142900,4142900
36081143500,4143500
36081144100,4144100
36081144700,4144700
36081145101,4145101
36081145102,4145102
36081145900,4145900
36081146300,4146300
36081146700,4146700
36081147100,4147100
36081147900,4147900
36081148300,4148300
36081150701,4150701
36081150702,4150702
36081152901,4152901
36081152902,4152902
36081155101,4155101
36081155102,4155102
36081156700,4156700
36081157101,4157101
36081157102,4157102
36081157901,4157901
36081157902,4157902
36081157903,4157903
36081161700,4161700
36081162100,4162100
36085000300,5000300
36085000600,5000600
36085000700,5000700
36085000800,5000800
36085000900,5000900
36085001100,5001100
36085001700,5001700
36085001800,5001800
36085002001,5002001
36085002002,5002002
36085002100,5002100
36085002700,5002700
36085002900,5002900
36085003300,5003300
36085003600,5003600
36085003900,5003900
36085004000,5004000
36085004700,5004700
36085005000,5005000
36085005900,5005900
36085006400,5006400
36085006700,5006700
36085007000,5007000
36085007400,5007400
36085007500,5007500
36085007700,5007700
36085008100,5008100
36085009601,5009601
36085009602,5009602
36085009700,5009700
36085010500,5010500
36085011201,5011201
36085011202,5011202
36085011401,5011401
36085011402,5011402
36085012100,5012100
36085012200,5012200
36085012500,5012500
36085012804,5012804
36085012805,5012805
36085012806,5012806
36085013201,5013201
36085013203,5013203
36085013204,5013204
36085013301,5013301
36085013302,5013302
36085013400,5013400
36085013800,5013800
36085014100,5014100
36085014604,5014604
36085014605,5014605
36085014606,5014606
36085014607,5014607
36085014608,5014608
36085014700,5014700
36085015100,5015100
36085015601,5015601
36085015602,5015602
36085015603,5015603
36085016901,5016901
36085017005,5017005
36085017007,5017007
36085017008,5017008
36085017009,5017009
36085017010,5017010
36085017011,5017011
36085017012,5017012
36085017300,5017300
36085017600,5017600
36085017700,5017700
36085018100,5018100
36085018701,5018701
36085018702,5018702
36085018901,5018901
36085018902,5018902
36085019700,5019700
36085019800,5019800
36085020100,5020100
36085020700,5020700
36085020801,5020801
36085020803,5020803
36085020804,5020804
36085021300,5021300
36085022300,5022300
36085022600,5022600
36085022800,5022800
36085023100,5023100
36085023900,5023900
36085024401,5024401
36085024402,5024402
36085024700,5024700
36085024800,5024800
36085025100,5025100
36085027301,5027301
36085027302,5027302
36085027702,5027702
36085027704,5027704
36085027705,5027705
36085027706,5027706
36085027900,5027900
36085029102,5029102
36085029103,5029103
36085029104,5029104
36085030301,5030301
36085030302,5030302
36085031901,5031901
36085031902,5031902
36085032300,5032300
