borough,CT,NTA
Brooklyn,3066600,BK99
Brooklyn,3070202,BK99
Brooklyn,3070203,BK99
Brooklyn,3085200,BK99
Brooklyn,3118000,BK99
Brooklyn,3990100,BK99
Brooklyn,3016100,BK64
Brooklyn,3016300,BK64
Brooklyn,3020300,BK64
Brooklyn,3020500,BK64
Brooklyn,3020700,BK64
Brooklyn,3021500,BK64
Brooklyn,3032700,BK60
Brooklyn,3032900,BK60
Brooklyn,3079601,BK60
Brooklyn,3079602,BK60
Brooklyn,3079801,BK60
Brooklyn,3079802,BK60
Brooklyn,3080000,BK60
Brooklyn,3080200,BK60
Brooklyn,3080400,BK60
Brooklyn,3080600,BK60
Brooklyn,3080800,BK60
Brooklyn,3081000,BK60
Brooklyn,3082000,BK60
Brooklyn,3082200,BK60
Brooklyn,3087401,BK60
Brooklyn,3087600,BK60
Brooklyn,3087800,BK60
Brooklyn,3088000,BK60
Brooklyn,3084600,BK96
Brooklyn,3084800,BK96
Brooklyn,3086200,BK96
Brooklyn,3086400,BK96
Brooklyn,3086600,BK96
Brooklyn,3086800,BK96
Brooklyn,3088200,BK96
Brooklyn,3088400,BK96
Brooklyn,3088600,BK96
Brooklyn,3088800,BK96
Brooklyn,3089000,BK96
Brooklyn,3092800,BK96
Brooklyn,3093000,BK96
Brooklyn,3093400,BK96
Brooklyn,3093600,BK96
Brooklyn,3093800,BK96
Brooklyn,3094600,BK96
Brooklyn,3032600,BK21
Brooklyn,3032800,BK21
Brooklyn,3033000,BK21
Brooklyn,3033600,BK21
Brooklyn,3034000,BK21
Brooklyn,3034200,BK21
Brooklyn,3034800,BK21
Brooklyn,3035200,BK21
Brooklyn,3057000,BK17
Brooklyn,3057200,BK17
Brooklyn,3058600,BK17
Brooklyn,3059000,BK17
Brooklyn,3059200,BK17
Brooklyn,3059401,BK17
Brooklyn,3059402,BK17
Brooklyn,3059600,BK17
Brooklyn,3059800,BK17
Brooklyn,3060000,BK17
Brooklyn,3060600,BK17
Brooklyn,3060800,BK17
Brooklyn,3061200,BK17
Brooklyn,3061600,BK17
Brooklyn,3062000,BK17
Brooklyn,3062200,BK17
Brooklyn,3062600,BK17
Brooklyn,3062800,BK17
Brooklyn,3063200,BK17
Brooklyn,3105801,BK93
Brooklyn,3105804,BK93
Brooklyn,3027300,BK35
Brooklyn,3027500,BK35
Brooklyn,3027700,BK35
Brooklyn,3027900,BK35
Brooklyn,3028100,BK35
Brooklyn,3028300,BK35
Brooklyn,3028502,BK35
Brooklyn,3028700,BK35
Brooklyn,3028900,BK35
Brooklyn,3029100,BK35
Brooklyn,3029300,BK35
Brooklyn,3029500,BK35
Brooklyn,3037500,BK35
Brooklyn,3037700,BK35
Brooklyn,3037900,BK35
Brooklyn,3038300,BK35
Brooklyn,3038500,BK35
Brooklyn,3038700,BK35
Brooklyn,3008600,BK34
Brooklyn,3008800,BK34
Brooklyn,3009000,BK34
Brooklyn,3009200,BK34
Brooklyn,3009400,BK34
Brooklyn,3009600,BK34
Brooklyn,3009800,BK34
Brooklyn,3010000,BK34
Brooklyn,3010200,BK34
Brooklyn,3010400,BK34
Brooklyn,3010600,BK34
Brooklyn,3010800,BK34
Brooklyn,3011000,BK34
Brooklyn,3011200,BK34
Brooklyn,3011800,BK34
Brooklyn,3012000,BK34
Brooklyn,3000200,BK32
Brooklyn,3001800,BK32
Brooklyn,3002000,BK32
Brooklyn,3002200,BK32
Brooklyn,3007200,BK32
Brooklyn,3007400,BK32
Brooklyn,3007600,BK32
Brooklyn,3007800,BK32
Brooklyn,3008000,BK32
Brooklyn,3008200,BK32
Brooklyn,3008400,BK32
Brooklyn,3010100,BK32
Brooklyn,3012200,BK32
Brooklyn,3014500,BK32
Brooklyn,3014700,BK32
Brooklyn,3035000,BK23
Brooklyn,3035400,BK23
Brooklyn,3035601,BK23
Brooklyn,3035602,BK23
Brooklyn,3050900,BK72
Brooklyn,3052900,BK72
Brooklyn,3053300,BK72
Brooklyn,3053500,BK72
Brooklyn,3053700,BK72
Brooklyn,3053900,BK72
Brooklyn,3054500,BK72
Brooklyn,3016900,BK40
Brooklyn,3017100,BK40
Brooklyn,3050000,BK40
Brooklyn,3050202,BK40
Brooklyn,3050400,BK40
Brooklyn,3150200,BK40
Manhattan,1000700,MN25
Manhattan,1000900,MN25
Manhattan,1001300,MN25
Manhattan,1001501,MN25
Manhattan,1001502,MN25
Manhattan,1031703,MN25
Manhattan,1031704,MN25
Manhattan,1020600,MN03
Manhattan,1020800,MN03
Manhattan,1021200,MN03
Manhattan,1021400,MN03
Manhattan,1021500,MN03
Manhattan,1022102,MN03
Manhattan,1022400,MN03
Manhattan,1022600,MN03
Manhattan,1022800,MN03
Manhattan,1023000,MN03
Manhattan,1023200,MN03
Manhattan,1023400,MN03
Manhattan,1023502,MN03
Manhattan,1023600,MN03
Manhattan,1024302,MN03
Manhattan,1025900,MN03
Manhattan,1018600,MN11
Manhattan,1019000,MN11
Manhattan,1019702,MN11
Manhattan,1020000,MN11
Manhattan,1020102,MN11
Manhattan,1021600,MN11
Manhattan,1021800,MN11
Manhattan,1022000,MN11
Manhattan,1022200,MN11
Manhattan,1025700,MN11
Manhattan,1000800,MN27
Manhattan,1001600,MN27
Manhattan,1001800,MN27
Manhattan,1002500,MN27
Manhattan,1002700,MN27
Manhattan,1002900,MN27
Manhattan,1003001,MN27
Manhattan,1003601,MN27
Manhattan,1011500,MN15
Manhattan,1012100,MN15
Manhattan,1012700,MN15
Manhattan,1012900,MN15
Manhattan,1013300,MN15
Manhattan,1013500,MN15
Manhattan,1013900,MN15
Manhattan,1017800,MN34
Manhattan,1018000,MN34
Manhattan,1018200,MN34
Manhattan,1018400,MN34
Manhattan,1018800,MN34
Manhattan,1019200,MN34
Manhattan,1019400,MN34
Manhattan,1019600,MN34
Manhattan,1019800,MN34
Manhattan,1021000,MN34
Manhattan,1024200,MN34
Manhattan,1015602,MN33
Manhattan,1015802,MN33
Manhattan,1016002,MN33
Manhattan,1016200,MN33
Manhattan,1016400,MN33
Manhattan,1016600,MN33
Manhattan,1016800,MN33
Manhattan,1017000,MN33
Manhattan,1017200,MN33
Manhattan,1017401,MN33
Manhattan,1017402,MN33
Manhattan,1003002,MN22
Manhattan,1003200,MN22
Manhattan,1003400,MN22
Manhattan,1003602,MN22
Manhattan,1003800,MN22
Manhattan,1004000,MN22
Manhattan,1004200,MN22
Manhattan,1004800,MN21
Manhattan,1005000,MN21
Manhattan,1006400,MN21
Manhattan,1006800,MN21
Manhattan,1022500,MN04
Manhattan,1022700,MN04
Manhattan,1022900,MN04
Manhattan,1023100,MN04
Manhattan,1023300,MN04
Manhattan,1023501,MN04
Manhattan,1023700,MN04
Manhattan,1005200,MN13
Manhattan,1005400,MN13
Manhattan,1005600,MN13
Manhattan,1005800,MN13
Manhattan,1008100,MN13
Manhattan,1008300,MN13
Manhattan,1008700,MN13
Manhattan,1008900,MN13
Manhattan,1009100,MN13
Manhattan,1009300,MN13
Manhattan,1009700,MN13
Manhattan,1009900,MN13
Manhattan,1010300,MN13
Manhattan,1011100,MN13
Manhattan,1011700,MN13
Manhattan,1010602,MN31
Manhattan,1011000,MN31
Manhattan,1011600,MN31
Manhattan,1011800,MN31
Manhattan,1012400,MN31
Manhattan,1012600,MN31
Manhattan,1013200,MN31
Manhattan,1013400,MN31
Manhattan,1023801,MN31
Manhattan,1023802,MN31
Manhattan,1014500,MN14
Manhattan,1014700,MN14
Manhattan,1014900,MN14
Manhattan,1015100,MN14
Manhattan,1015300,MN14
Manhattan,1015500,MN14
Manhattan,1015700,MN14
Manhattan,1015900,MN14
Manhattan,1000201,MN28
Manhattan,1000202,MN28
Manhattan,1000600,MN28
Manhattan,1001001,MN28
Manhattan,1001002,MN28
Manhattan,1001200,MN28
Manhattan,1001401,MN28
Manhattan,1001402,MN28
Manhattan,1002000,MN28
Manhattan,1002201,MN28
Manhattan,1002202,MN28
Manhattan,1002400,MN28
Manhattan,1002601,MN28
Manhattan,1002602,MN28
Manhattan,1002800,MN28
Manhattan,1021303,MN06
Manhattan,1021703,MN06
Manhattan,1021900,MN06
Manhattan,1022301,MN06
Manhattan,1022302,MN06
Manhattan,1029100,MN01
Manhattan,1029300,MN01
Manhattan,1029500,MN01
Manhattan,1029900,MN01
Manhattan,1030300,MN01
Manhattan,1030700,MN01
Manhattan,1030900,MN01
Manhattan,1007400,MN17
Manhattan,1007600,MN17
Manhattan,1008400,MN17
Manhattan,1009400,MN17
Manhattan,1009500,MN17
Manhattan,1009600,MN17
Manhattan,1010100,MN17
Manhattan,1010200,MN17
Manhattan,1010400,MN17
Manhattan,1010900,MN17
Manhattan,1011201,MN17
Manhattan,1011202,MN17
Manhattan,1011300,MN17
Manhattan,1011900,MN17
Manhattan,1012500,MN17
Manhattan,1013100,MN17
Manhattan,1013700,MN17
Manhattan,1019300,MN09
Manhattan,1019500,MN09
Manhattan,1019701,MN09
Manhattan,1019900,MN09
Manhattan,1020101,MN09
Manhattan,1020300,MN09
Manhattan,1020500,MN09
Manhattan,1020701,MN09
Manhattan,1020901,MN09
Manhattan,1021100,MN09
Manhattan,1006200,MN20
Manhattan,1006600,MN20
Manhattan,1007000,MN20
Manhattan,1007200,MN20
Manhattan,1007800,MN20
Manhattan,1008000,MN20
Manhattan,1008200,MN20
Manhattan,1000100,MN99
Manhattan,1000500,MN99
Manhattan,1014300,MN99
Manhattan,1024000,MN99
Manhattan,1029700,MN99
Manhattan,1031100,MN99
Manhattan,1031900,MN99
Manhattan,1002100,MN24
Manhattan,1003100,MN24
Manhattan,1003300,MN24
Manhattan,1003700,MN24
Manhattan,1003900,MN24
Manhattan,1004100,MN24
Manhattan,1004300,MN24
Manhattan,1004500,MN24
Manhattan,1004700,MN24
Manhattan,1004900,MN24
Manhattan,1004400,MN50
Manhattan,1006000,MN50
Manhattan,1008601,MN19
Manhattan,1008602,MN19
Manhattan,1008603,MN19
Manhattan,1008800,MN19
Manhattan,1009000,MN19
Manhattan,1009200,MN19
Manhattan,1009800,MN19
Manhattan,1010000,MN19
Manhattan,1010601,MN19
Manhattan,1010800,MN19
Manhattan,1011203,MN19
Manhattan,1011401,MN40
Manhattan,1011402,MN40
Manhattan,1012000,MN40
Manhattan,1012200,MN40
Manhattan,1012800,MN40
Manhattan,1013000,MN40
Manhattan,1014000,MN40
Manhattan,1014200,MN40
Manhattan,1014801,MN40
Manhattan,1014802,MN40
Manhattan,1015001,MN40
Manhattan,1015002,MN40
Manhattan,1015801,MN40
Manhattan,1016001,MN40
Manhattan,1016100,MN12
Manhattan,1016300,MN12
Manhattan,1016500,MN12
Manhattan,1016700,MN12
Manhattan,1016900,MN12
Manhattan,1017100,MN12
Manhattan,1017300,MN12
Manhattan,1017500,MN12
Manhattan,1017700,MN12
Manhattan,1017900,MN12
Manhattan,1018100,MN12
Manhattan,1018300,MN12
Manhattan,1018500,MN12
Manhattan,1018700,MN12
Manhattan,1018900,MN12
Manhattan,1019100,MN12
Manhattan,1026700,MN35
Manhattan,1026900,MN35
Manhattan,1027100,MN35
Manhattan,1027300,MN35
Manhattan,1027500,MN35
Manhattan,1027700,MN35
Manhattan,1027900,MN35
Manhattan,1028100,MN35
Manhattan,1028300,MN35
Manhattan,1028500,MN35
Manhattan,1028700,MN35
Manhattan,1023900,MN36
Manhattan,1024100,MN36
Manhattan,1024301,MN36
Manhattan,1024500,MN36
Manhattan,1024700,MN36
Manhattan,1024900,MN36
Manhattan,1025100,MN36
Manhattan,1025300,MN36
Manhattan,1025500,MN36
Manhattan,1026100,MN36
Manhattan,1026300,MN36
Manhattan,1026500,MN36
Manhattan,1005501,MN23
Manhattan,1005502,MN23
Manhattan,1005700,MN23
Manhattan,1005900,MN23
Manhattan,1006100,MN23
Manhattan,1006300,MN23
Manhattan,1006500,MN23
Manhattan,1006700,MN23
Manhattan,1006900,MN23
Manhattan,1007100,MN23
Manhattan,1007300,MN23
Manhattan,1007500,MN23
Manhattan,1007700,MN23
Manhattan,1007900,MN23
Manhattan,1013600,MN32
Manhattan,1013800,MN32
Manhattan,1014401,MN32
Manhattan,1014402,MN32
Manhattan,1014601,MN32
Manhattan,1014602,MN32
Manhattan,1015200,MN32
Manhattan,1015400,MN32
Manhattan,1015601,MN32
Queens,4033100,QN98
Queens,4071600,QN98
Queens,4004500,QN70
Queens,4004700,QN70
Queens,4005300,QN70
Queens,4005700,QN70
Queens,4005900,QN70
Queens,4006100,QN70
Queens,4006300,QN70
Queens,4006501,QN70
Queens,4006502,QN70
Queens,4007500,QN70
Queens,4007700,QN70
Queens,4014100,QN70
Queens,4014300,QN70
Queens,4014500,QN70
Queens,4014700,QN70
Queens,4014900,QN70
Queens,4015100,QN70
Queens,4015300,QN70
Queens,4015500,QN70
Queens,4015700,QN70
Queens,4015900,QN70
Queens,4016100,QN70
Queens,4016300,QN70
Queens,4113900,QN48
Queens,4118100,QN48
Queens,4140902,QN48
Queens,4141700,QN48
Queens,4142900,QN48
Queens,4145101,QN48
Queens,4145900,QN48
Queens,4018200,QN76
Queens,4018401,QN76
Queens,4018402,QN76
Queens,4018600,QN76
Queens,4018800,QN76
Queens,4019000,QN76
Queens,4019200,QN76
Queens,4027200,QN76
Queens,4027400,QN76
Queens,4027600,QN76
Queens,4027800,QN76
Queens,4028400,QN76
Queens,4028800,QN76
Queens,4078800,QN76
Queens,4079000,QN76
Queens,4079200,QN76
Queens,4108500,QN46
Queens,4109300,QN46
Queens,4109700,QN46
Queens,4109900,QN46
Queens,4111300,QN46
Queens,4112300,QN46
Queens,4112900,QN46
Queens,4113300,QN46
Queens,4139900,QN46
Queens,4140300,QN46
Queens,4140901,QN46
Queens,4143500,QN46
Queens,4144100,QN46
Queens,4144700,QN46
Queens,4145102,QN46
Queens,4146300,QN46
Queens,4146700,QN46
Queens,4147100,QN46
Queens,4130100,QN43
Queens,4156700,QN43
Queens,4157101,QN43
Queens,4157102,QN43
Queens,4161700,QN43
Queens,4162100,QN43
Queens,4091601,QN10
Queens,4092200,QN10
Queens,4092800,QN10
Queens,4093401,QN10
Queens,4093402,QN10
Queens,4093800,QN10
Queens,4094201,QN10
Queens,4107201,QN10
Queens,4021400,QN35
Queens,4022001,QN35
Queens,4022002,QN35
Queens,4023000,QN35
Queens,4023200,QN35
Queens,4023600,QN35
Queens,4044800,QN35
Queens,4045000,QN35
Queens,4045200,QN35
Queens,4045400,QN35
Queens,4045600,QN35
Queens,4053401,QN33
Queens,4059000,QN33
Queens,4059200,QN33
Queens,4059400,QN33
Queens,4059600,QN33
Queens,4059800,QN33
Queens,4060000,QN33
Queens,4060600,QN33
Queens,4060800,QN33
Queens,4061000,QN33
Queens,4061200,QN33
Queens,4061400,QN33
Queens,4062200,QN33
Queens,4090700,QN23
Queens,4091900,QN23
Queens,4092500,QN23
Queens,4092900,QN23
Queens,4093900,QN23
Queens,4094700,QN23
Queens,4039900,QN25
Queens,4041100,QN25
Queens,4041300,QN25
Queens,4041500,QN25
Queens,4042700,QN25
Queens,4043701,QN25
Queens,4043702,QN25
Queens,4043900,QN25
Queens,4044301,QN25
Queens,4044302,QN25
Queens,4045500,QN25
Queens,4147900,QN45
Queens,4148300,QN45
Queens,4150701,QN45
Queens,4150702,QN45
Queens,4152901,QN45
Queens,4152902,QN45
Queens,4035300,QN27
Queens,4035700,QN27
Queens,4036100,QN27
Queens,4036300,QN27
Queens,4036500,QN27
Queens,4036700,QN27
Queens,4037100,QN27
Queens,4037300,QN27
Queens,4086100,QN52
Queens,4118500,QN52
Queens,4118700,QN52
Queens,4118900,QN52
Queens,4119100,QN52
Queens,4119300,QN52
Queens,4119500,QN52
Queens,4119900,QN52
Queens,4120100,QN52
Queens,4120300,QN52
Queens,4120500,QN52
Queens,4120700,QN52
Queens,4026700,QN29
Queens,4026901,QN29
Queens,4026902,QN29
Queens,4027100,QN29
Queens,4045700,QN29
Queens,4045900,QN29
Queens,4046100,QN29
Queens,4046300,QN29
Queens,4046500,QN29
Queens,4046700,QN29
Queens,4046900,QN29
Queens,4047100,QN29
Queens,4047300,QN29
Queens,4047500,QN29
Queens,4048100,QN29
Queens,4049900,QN29
Queens,4068300,QN29
Queens,4024300,QN50
Queens,4026500,QN50
Queens,4047900,QN50
Queens,4048300,QN50
Queens,4048500,QN50
Queens,4048900,QN50
Queens,4099801,QN15
Queens,4099802,QN15
Queens,4100801,QN15
Queens,4100802,QN15
Queens,4101001,QN15
Queens,4101002,QN15
Queens,4103201,QN15
Queens,4103202,QN15
Queens,4079701,QN22
Queens,4079702,QN22
Queens,4084500,QN22
Queens,4084900,QN22
Queens,4085300,QN22
Queens,4085500,QN22
Queens,4085700,QN22
Queens,4085900,QN22
Queens,4086500,QN22
Queens,4086900,QN22
Queens,4087100,QN22
Queens,4088901,QN22
Queens,4116100,QN22
Queens,4064500,QN17
Queens,4070700,QN17
Queens,4070900,QN17
Queens,4071100,QN17
Queens,4071303,QN17
Queens,4071304,QN17
Queens,4071305,QN17
Queens,4071306,QN17
Queens,4071900,QN17
Queens,4072100,QN17
Queens,4072300,QN17
Queens,4072900,QN17
Queens,4073100,QN17
Queens,4073700,QN17
Queens,4073900,QN17
Queens,4074100,QN17
Queens,4074300,QN17
Queens,4074500,QN17
Queens,4074700,QN17
Queens,4074900,QN17
Queens,4075701,QN17
Queens,4075702,QN17
Queens,4076901,QN17
Queens,4076902,QN17
Queens,4133300,QN41
Queens,4133900,QN41
Queens,4134100,QN41
Queens,4134700,QN41
Queens,4099701,QN47
Queens,4099703,QN47
Queens,4099704,QN47
Queens,4099705,QN47
Queens,4099900,QN47
Queens,4101700,QN47
Queens,4155101,QN44
Queens,4155102,QN44
Queens,4157901,QN44
Queens,4157902,QN44
Queens,4157903,QN44
Queens,4056500,QN19
Queens,4056700,QN19
Queens,4057700,QN19
Queens,4057900,QN19
Queens,4062300,QN19
Queens,4062500,QN19
Queens,4062700,QN19
Queens,4062900,QN19
Queens,4063301,QN19
Queens,4063302,QN19
Queens,4063500,QN19
Queens,4063700,QN19
Queens,4063900,QN19
Queens,4094202,QN12
Queens,4094203,QN12
Queens,4095400,QN12
Queens,4096400,QN12
Queens,4097202,QN12
Queens,4097203,QN12
Queens,4097204,QN12
Queens,4099200,QN12
Queens,4048200,QN07
Queens,4048400,QN07
Queens,4050000,QN07
Queens,4050201,QN07
Queens,4050202,QN07
Queens,4050400,QN07
Queens,4050600,QN07
Queens,4050800,QN07
Queens,4051000,QN07
Queens,4000100,QN31
Queens,4000700,QN31
Queens,4001900,QN31
Queens,4016900,QN31
Queens,4017100,QN31
Queens,4017900,QN31
Queens,4018101,QN31
Queens,4018102,QN31
Queens,4018300,QN31
Queens,4018501,QN31
Queens,4018502,QN31
Queens,4018700,QN31
Queens,4018900,QN31
Queens,4019900,QN31
Queens,4020500,QN31
Queens,4021900,QN31
Queens,4023500,QN31
Queens,4025301,QN31
Queens,4025302,QN31
Queens,4027300,QN28
Queens,4027500,QN28
Queens,4027700,QN28
Queens,4027900,QN28
Queens,4028100,QN28
Queens,4028300,QN28
Queens,4028500,QN28
Queens,4028700,QN28
Queens,4028900,QN28
Queens,4029100,QN28
Queens,4030902,QN28
Queens,4030903,QN28
Queens,4030904,QN28
Queens,4032700,QN28
Queens,4032900,QN28
Queens,4033700,QN28
Queens,4033900,QN28
Queens,4034700,QN28
Queens,4035100,QN28
Queens,4020400,QN61
Queens,4020600,QN61
Queens,4020800,QN61
Queens,4021200,QN61
Queens,4023800,QN61
Queens,4024000,QN61
Queens,4024600,QN61
Queens,4044400,QN61
Queens,4044601,QN61
Queens,4044602,QN61
Queens,4046000,QN61
Queens,4046200,QN61
Queens,4046800,QN61
Queens,4047000,QN61
Queens,4048000,QN61
Queens,4045800,QN06
Queens,4046400,QN06
Queens,4046600,QN06
Queens,4047200,QN06
Queens,4047600,QN06
Queens,4047800,QN06
Queens,4049200,QN06
Queens,4127700,QN06
Queens,4013400,QN60
Queens,4013600,QN60
Queens,4013800,QN60
Queens,4014000,QN60
Queens,4021600,QN60
Queens,4077300,QN60
Queens,4077500,QN60
Queens,4077902,QN37
Queens,4077903,QN37
Queens,4077904,QN37
Queens,4077905,QN37
Queens,4077906,QN37
Queens,4077907,QN37
Queens,4077908,QN37
Queens,4080900,QN37
Queens,4125700,QN37
Queens,4032800,QN66
Queens,4035800,QN66
Queens,4061601,QN66
Queens,4061800,QN66
Queens,4062000,QN66
Queens,4062600,QN66
Queens,4063000,QN66
Queens,4063200,QN66
Queens,4064600,QN66
Queens,4065000,QN66
Queens,4068200,QN66
Queens,4006201,QN57
Queens,4006202,QN57
Queens,4088400,QN57
Queens,4089200,QN57
Queens,4049301,QN30
Queens,4049302,QN30
Queens,4049500,QN30
Queens,4049700,QN30
Queens,4051100,QN30
Queens,4051300,QN30
Queens,4051500,QN30
Queens,4051700,QN30
Queens,4052100,QN30
Queens,4052500,QN30
Queens,4053100,QN30
Queens,4053500,QN30
Queens,4059900,QN30
Queens,4060100,QN30
Queens,4050500,QN21
Queens,4050700,QN21
Queens,4060300,QN21
Queens,4060701,QN21
Queens,4061900,QN21
Queens,4062100,QN21
Queens,4065501,QN21
Queens,4065702,QN21
Queens,4065703,QN21
Queens,4065900,QN21
Queens,4066100,QN21
Queens,4066300,QN21
Queens,4066501,QN21
Queens,4066701,QN21
Queens,4066900,QN21
Queens,4067100,QN21
Queens,4067700,QN21
Queens,4067900,QN21
Queens,4086300,QN51
Queens,4104700,QN51
Queens,4105900,QN51
Queens,4114100,QN51
Queens,4114700,QN51
Queens,4115100,QN51
Queens,4115500,QN51
Queens,4115700,QN51
Queens,4115900,QN51
Queens,4116300,QN51
Queens,4116700,QN51
Queens,4117100,QN51
Queens,4117500,QN51
Queens,4037500,QN26
Queens,4037700,QN26
Queens,4037900,QN26
Queens,4038100,QN26
Queens,4040100,QN26
Queens,4040300,QN26
Queens,4040500,QN26
Queens,4040700,QN26
Queens,4040900,QN26
Queens,4129102,QN42
Queens,4129103,QN42
Queens,4129104,QN42
Queens,4136700,QN42
Queens,4137700,QN42
Queens,4138501,QN42
Queens,4006900,QN71
Queens,4007100,QN71
Queens,4007300,QN71
Queens,4007900,QN71
Queens,4008100,QN71
Queens,4008300,QN71
Queens,4008700,QN71
Queens,4009100,QN71
Queens,4004002,QN56
Queens,4004401,QN56
Queens,4005000,QN56
Queens,4005400,QN56
Queens,4005800,QN56
Queens,4008600,QN56
Queens,4008800,QN56
Queens,4009900,QN99
Queens,4022900,QN99
Queens,4029900,QN99
Queens,4038301,QN99
Queens,4038302,QN99
Queens,4056100,QN99
Queens,4062400,QN99
Queens,4064102,QN99
Queens,4079300,QN99
Queens,4091602,QN99
Queens,4091800,QN99
Queens,4107202,QN99
Queens,4121100,QN99
Queens,4128300,QN99
Queens,4138502,QN99
Queens,4990100,QN99
Queens,4122300,QN38
Queens,4122701,QN38
Queens,4122702,QN38
Queens,4124100,QN38
Queens,4124700,QN38
Queens,4126500,QN38
Queens,4126700,QN38
Queens,4049600,QN34
Queens,4051200,QN34
Queens,4051600,QN34
Queens,4053200,QN34
Queens,4053601,QN34
Queens,4053800,QN34
Queens,4054000,QN34
Queens,4054200,QN34
Queens,4054800,QN34
Queens,4055200,QN34
Queens,4055400,QN34
Queens,4055600,QN34
Queens,4055800,QN34
Queens,4056000,QN34
Queens,4056200,QN34
Queens,4056400,QN34
Queens,4056600,QN34
Queens,4056800,QN34
Queens,4058000,QN34
Queens,4058200,QN34
Queens,4079900,QN62
Queens,4080301,QN62
Queens,4080302,QN62
Queens,4083700,QN62
Queens,4121500,QN62
Queens,4002500,QN68
Queens,4003100,QN68
Queens,4003300,QN68
Queens,4003700,QN68
Queens,4003900,QN68
Queens,4004300,QN68
Queens,4005100,QN68
Queens,4005500,QN68
Queens,4008500,QN68
Queens,4068700,QN18
Queens,4069300,QN18
Queens,4069500,QN18
Queens,4069701,QN18
Queens,4069702,QN18
Queens,4070300,QN18
Queens,4071701,QN18
Queens,4071702,QN18
Queens,4002400,QN54
Queens,4002600,QN54
Queens,4002800,QN54
Queens,4010800,QN54
Queens,4011000,QN54
Queens,4011200,QN54
Queens,4011400,QN54
Queens,4011600,QN54
Queens,4011800,QN54
Queens,4012000,QN54
Queens,4012200,QN54
Queens,4012400,QN54
Queens,4012601,QN54
Queens,4012602,QN54
Queens,4012800,QN54
Queens,4013000,QN54
Queens,4013200,QN54
Queens,4014201,QN54
Queens,4014202,QN54
Queens,4014400,QN54
Queens,4014800,QN54
Queens,4015000,QN54
Queens,4015200,QN54
Queens,4015400,QN54
Queens,4015600,QN54
Queens,4053900,QN20
Queens,4054500,QN20
Queens,4054700,QN20
Queens,4054900,QN20
Queens,4055100,QN20
Queens,4055300,QN20
Queens,4055500,QN20
Queens,4055700,QN20
Queens,4055900,QN20
Queens,4058100,QN20
Queens,4058300,QN20
Queens,4058500,QN20
Queens,4058700,QN20
Queens,4058900,QN20
Queens,4059100,QN20
Queens,4059300,QN20
Queens,4059500,QN20
Queens,4061301,QN20
Queens,4061302,QN20
Queens,4061602,QN05
Queens,4063800,QN05
Queens,4065400,QN05
Queens,4065600,QN05
Queens,4066000,QN05
Queens,4066400,QN05
Queens,4019400,QN01
Queens,4019600,QN01
Queens,4019800,QN01
Queens,4020200,QN01
Queens,4025400,QN01
Queens,4025800,QN01
Queens,4026000,QN01
Queens,4026200,QN01
Queens,4026400,QN01
Queens,4026600,QN01
Queens,4027000,QN01
Queens,4041400,QN01
Queens,4043400,QN01
Queens,4044000,QN01
Queens,4009400,QN55
Queens,4009600,QN55
Queens,4009800,QN55
Queens,4010000,QN55
Queens,4010200,QN55
Queens,4010400,QN55
Queens,4010600,QN55
Queens,4015801,QN55
Queens,4015802,QN55
Queens,4016400,QN55
Queens,4016600,QN55
Queens,4016800,QN55
Queens,4017000,QN55
Queens,4017200,QN55
Queens,4017400,QN55
Queens,4017600,QN55
Queens,4017800,QN55
Queens,4018000,QN55
Queens,4081400,QN55
Queens,4081800,QN55
Queens,4083800,QN55
Queens,4084000,QN55
Queens,4084601,QN55
Queens,4084602,QN55
Queens,4086400,QN55
Queens,4029400,QN02
Queens,4033000,QN02
Queens,4033402,QN02
Queens,4030600,QN03
Queens,4032000,QN03
Queens,4068000,QN03
Queens,4069000,QN03
Queens,4069400,QN03
Queens,4028000,QN08
Queens,4028200,QN08
Queens,4033401,QN08
Queens,4035200,QN08
Queens,4036600,QN08
Queens,4036800,QN08
Queens,4037600,QN08
Queens,4038400,QN08
Queens,4039400,QN08
Queens,4039800,QN08
Queens,4040000,QN08
Queens,4040200,QN08
Queens,4040400,QN08
Queens,4042400,QN08
Queens,4042600,QN08
Queens,4043200,QN08
Queens,4051800,QN08
Queens,4052000,QN08
Queens,4052200,QN08
Queens,4052400,QN08
Queens,4052600,QN08
Queens,4052800,QN08
Queens,4053000,QN08
Queens,4009500,QN72
Queens,4009700,QN72
Queens,4010100,QN72
Queens,4010300,QN72
Queens,4010500,QN72
Queens,4010701,QN72
Queens,4011100,QN72
Queens,4011300,QN72
Queens,4011500,QN72
Queens,4011700,QN72
Queens,4011900,QN72
Queens,4012100,QN72
Queens,4012301,QN72
Queens,4012500,QN72
Queens,4013500,QN72
Queens,4013700,QN72
Queens,4031700,QN72
Queens,4094500,QN49
Queens,4097300,QN49
Queens,4098100,QN49
Queens,4098700,QN49
Queens,4099100,QN49
Queens,4102900,QN49
Queens,4103300,QN49
Queens,4103900,QN49
Queens,4000200,QN53
Queens,4000400,QN53
Queens,4000600,QN53
Queens,4000800,QN53
Queens,4001000,QN53
Queens,4001200,QN53
Queens,4001400,QN53
Queens,4001600,QN53
Queens,4001800,QN53
Queens,4002000,QN53
Queens,4002200,QN53
Queens,4003000,QN53
Queens,4003200,QN53
Queens,4003400,QN53
Queens,4003600,QN53
