"","boost","ct"
"1",1.00637556162121,53027000300
"2",0.803886888712815,53045960100
"3",0.722045373747269,53031950702
"4",0.912886968483089,53027000900
"5",0.650527480907801,53027940000
"6",1.78869523524808,53067011900
"7",1.05812580543377,53027001300
"8",1.06435506690299,53041970100
"9",0.752496481860182,53027001600
"10",0.945511431954483,53027000800
"11",0.828697038790723,53027000200
"12",0.746521706167785,53027001200
"13",0.856355024560576,53045960200
"14",0.824113214455828,53027001500
"15",1.67803294099455,53067011810
"16",0.750982497978819,53027001000
"17",0.83251399642836,53049950200
"18",1.27015695989713,53027000400
"19",0.729806757178478,53049950300
"20",1.13805368829626,53027001100
"21",1.06881990541524,53027000600
"22",0.885792116594164,53027000700
"23",1.00529356854171,53027000500
"24",0.680315291176827,53027001400
"25",0.800182658061337,48133950300
"26",0.703815008601203,48441010700
"27",1.16893222342372,48253020500
"28",0.879049606668573,48059030200
"29",0.846063344205994,48441011300
"30",0.635299704306447,48441010300
"31",1.075707852436,48441010900
"32",0.754072045770834,48253020300
"33",0.779684863559364,48253020200
"34",0.718814001476691,48253020400
"35",0.953407254715062,48441010200
"36",0.512458670815092,48133950400
"37",0.73062866671587,48441010400
"38",1.28337701955516,48441013402
"39",0.668930724295714,48441011000
"40",0.688819362146991,48441010500
"41",0.947601658301046,48353950500
"42",0.963361067427564,48441011400
"43",0.80447549934578,48441013401
"44",1.13983871289278,48399950100
"45",1.44430569504412,48441013500
"46",0.575322095869618,48441010800
"47",1.09159941689912,48441012500
"48",1.44410368046777,48441013404
"49",0.832744984110594,48441012200
"50",1.32907784935007,48441012600
"51",1.08963580039134,48151950300
"52",1.31020063352271,48441010100
"53",1.04480977648227,48441011600
"54",1.0127448151415,48083950600
"55",0.972628136224192,48059030102
"56",1.16468314126442,48441011500
"57",0.98688658025591,48207950400
"58",0.544497372043793,48441011700
"59",0.912221825730433,48441010600
"60",1.68647996627718,48441012000
"61",1.01094725160673,48417950300
"62",0.661820071719977,48441011200
"63",0.767231879862756,48441013100
"64",1.25112127701047,48441012700
"65",0.635208221264943,48441011900
"66",1.06893230937192,48253020101
"67",1.09024827493531,48441012801
"68",0.862356233809726,48441012300
"69",1.10329022092923,48353950100
"70",0.975661807386541,48441012802
"71",1.01520808533937,48441013200
"72",0.872917927531961,48433950300
"73",0.655214238445771,48441012900
"74",0.705112669847722,48059030101
"75",1.04409597379523,48441013600
"76",0.857215759260487,48441012400
"77",1.19910592600172,48441013300
"78",1.40235437498358,26091060301
"79",0.598795605761887,26091061302
"80",0.833278389307021,26091060401
"81",1.1352768061539,39051040100
"82",0.790154627031733,26091061900
"83",0.671377728840085,26091061301
"84",0.730428968338567,26091061400
"85",1.30635922817877,26091062300
"86",1.07213946885756,26115830800
"87",0.921501927820353,26091060500
"88",0.981930447123732,26091062000
"89",1.05954166412135,26091060402
"90",0.749425360917818,26059051000
"91",1.01672477536202,26091060302
"92",1.09573681129079,26091061200
"93",1.32502085605739,26161432000
"94",0.76912389811324,26091060800
"95",1.34867460795284,26091062100
"96",1.37269405932342,39095009300
"97",1.42918750741824,26091061500
"98",0.999764589609046,26091062400
"99",0.57499813158734,26091061600
"100",0.76900163973908,26091061700
"101",1.27251694547912,26161431000
"102",1.12350744868246,26091060100
"103",0.84094094735178,26059050600
"104",0.930700593873281,26091060700
"105",0.751129925912972,26059051100
"106",1.07371031664268,26091060600
"107",0.805594945923291,26091061800
"108",1.15221453517153,26059050100
"109",1.0032003357289,26115830700
"110",0.971466442780926,26091062200
"111",1.043635714192,39153533000
"112",1.06082643175098,39133600402
"113",0.81553582027057,39153530501
"114",0.757825327114021,39133601901
"115",0.41959475686351,39153504200
"116",0.447537106199811,39153505600
"117",1.3814815828543,39153532706
"118",1.05001376045752,39153533502
"119",1.92821124951177,39153532301
"120",0.477479759552175,39153504100
"121",0.597696872568758,39153506400
"122",0.561138382861183,39153504600
"123",1.00731418029513,39133602000
"124",1.97544715948985,39153533501
"125",1.03437522718332,39153530903
"126",0.802781516274551,39153520202
"127",0.569857741022758,39153505400
"128",0.687273479557227,39153510302
"129",3.26262052082385,39153534100
"130",0.665376683579523,39133601000
"131",1.20115213332076,39133601600
"132",0.854514166847808,39153532001
"133",1.83249832498187,39035135105
"134",0.29669931303008,39153501900
"135",0.773794888217293,39133601902
"136",0.865992472728189,39153531001
"137",0.565911035081808,39153510100
"138",0.555142844093391,39133600901
"139",0.69384189306044,39155933700
"140",0.689814613763307,39155930600
"141",0.752127722339015,39153504700
"142",0.435051888264299,39153505200
"143",0.786301563216656,39153502700
"144",0.520019693286201,39153503300
"145",1.42995083603096,39153532202
"146",1.2117065419042,39153532703
"147",1.07364328641576,39153530502
"148",0.718126933152629,39153501700
"149",0.935930631275159,39153530401
"150",0.839642705889411,39153531101
"151",0.895375717142572,39133600102
"152",0.870413014334219,39153530402
"153",1.00182622449649,39153520301
"154",2.26861246879868,39153533102
"155",0.312453072610655,39153506500
"156",0.808203634053555,39133600103
"157",1.59802530097351,39153530700
"158",2.08027820155123,39153532502
"159",1.46862994100106,39153530101
"160",1.32684068371802,39151711311
"161",0.801556150188521,39153502800
"162",0.843728944741666,39099812900
"163",0.8905449306524,39153533400
"164",1.07617417307248,39153520201
"165",1.18514088866038,39153530606
"166",0.438625001464188,39153503400
"167",0.951914192432736,39153531602
"168",1.08393202556012,39153532902
"169",0.975326646944317,39169002902
"170",0.469425907043237,39153504500
"171",0.632053031637343,39153507500
"172",0.857920701125923,39169002901
"173",0.392677344519676,39153508600
"174",1.6533748217715,39133600301
"175",0.856370213756616,39133600704
"176",0.864573770178422,39035195700
"177",0.835959111391796,39153531103
"178",0.930394508982368,39151711211
"179",0.851067855421686,39133601100
"180",1.01116633373706,39133601701
"181",0.756284923939775,39153530901
"182",0.525590891276364,39153502101
"183",1.54332942326487,39153532701
"184",1.01531666187936,39133601801
"185",1.06030486900124,39103417200
"186",0.504117780435499,39153503500
"187",0.868240148026373,39153532702
"188",0.923609006030049,39151711202
"189",0.846899043338998,39153520103
"190",1.81931995377415,39153533200
"191",1.00123958949384,39103417100
"192",1.56498548387834,39103405000
"193",0.566537436244089,39151710800
"194",0.563905116445054,39153502600
"195",0.73587864850036,39133600706
"196",0.922874207518329,39133601702
"197",0.661050191812279,39153503702
"198",0.633233892423841,39153501800
"199",0.664832388021475,39133600603
"200",1.50784295282941,39153530108
"201",0.354132467468448,39153505300
"202",1.22936384871529,39153532705
"203",0.462719071038991,39153505700
"204",1.34379896149777,39153507203
"205",1.30135139917708,39153532901
"206",1.20404095546041,39153530103
"207",1.19410356282481,39133601200
"208",0.588441723238915,39153506600
"209",0.654740469285089,39153510200
"210",0.600075795436421,39055312100
"211",0.830872245748612,39133601802
"212",0.714973885447072,39133601400
"213",0.562179432101524,39153502300
"214",1.03631100850885,39153520302
"215",2.02098738518814,39035135104
"216",0.591869247800733,39153505500
"217",0.961800969355851,39151710900
"218",1.10947699370641,39153531405
"219",0.930357995673027,39153531801
"220",0.672634753076085,39153530105
"221",0.429522711430827,39153503100
"222",0.486754221160944,39153508800
"223",0.602016752011156,39153508900
"224",1.12790385189693,39153530104
"225",1.3223330542719,39153532708
"226",1.68083249453779,39103406000
"227",0.656743430329921,39153507600
"228",0.67247136021063,39153508301
"229",1.05408699908228,39153507300
"230",0.710718479002764,39153503600
"231",0.697052632975757,39153520400
"232",0.754297120937724,39153520104
"233",0.467891624258773,39153503800
"234",1.27294770738101,39151712111
"235",0.614567494320094,39153531002
"236",0.954421749205947,39153507201
"237",1.28357354653408,39153507202
"238",1.58715744710742,39035135106
"239",0.897601000650892,39153532004
"240",1.43505598335541,39153507102
"241",0.498146511623349,39153506800
"242",0.539854973396699,39153510500
"243",0.958643500178045,39153507101
"244",0.889912781750727,39153520106
"245",1.06768825001294,39153531500
"246",0.825457745880263,39153531802
"247",0.409618400419979,39153509000
"248",1.12517259849846,39153530800
"249",0.378745473366449,39153504400
"250",0.386034361885464,39153510301
"251",0.829429915560332,39133600705
"252",0.567930872129529,39153502200
"253",1.79219933162347,39153534000
"254",0.901775125554544,39133600500
"255",1.65477000306107,39153532501
"256",0.858255401626094,39153520600
"257",0.6847368042058,39153503701
"258",0.651920215178954,39133600703
"259",0.983210418985201,39133601300
"260",1.10965837680671,39153508000
"261",1.43320328096865,39153532302
"262",0.822508650776406,39153504800
"263",1.45524017092773,39103400100
"264",0.978952782002312,39153530902
"265",0.719704116458814,39155933500
"266",0.858309702662549,39151711111
"267",1.47408794614184,39153532600
"268",1.48597201993258,39133600302
"269",1.01129075164178,39133600401
"270",1.21306052478205,39153530604
"271",0.335448553786244,39153506700
"272",1.16671900446965,39153530603
"273",0.681715377847839,39153506200
"274",0.899464487412082,39133602100
"275",0.923041296006591,39133601501
"276",0.969182898436303,39133601503
"277",0.704410219550244,39099813000
"278",0.487448215236448,39153502102
"279",1.62293956690756,39055311900
"280",1.03299508932718,39035194100
"281",1.31520315464325,39035192900
"282",1.18267851801494,39153532999
"283",0.867321763593728,39153506100
"284",0.696565185745018,39133600800
"285",1.91725367932622,39153533101
"286",1.1332919559558,39153531601
"287",0.843255766179732,39153510400
"288",1.37771665721191,39153530605
"289",0.692660252560622,39153501100
"290",0.739769986160144,39133600602
"291",0.88164938532602,39153520500
"292",0.828192365202618,39153531102
"293",1.83181965507339,39055311800
"294",0.858240373883836,39153531702
"295",0.564737961894156,39153505800
"296",1.51869936396762,39035184105
"297",0.709888349903028,39099812800
"298",0.643627199238649,39153505900
"299",0.579112742125606,39153503200
"300",0.541958432290094,39153508399
"301",0.433894659805496,39153502500
"302",0.878787755818475,39153532003
"303",0.860653022589162,39133600403
"304",0.424497209889341,39153507400
"305",0.788664925369774,39153520105
"306",0.909220540893996,39133600200
"307",1.36088884384692,39153531401
"308",0.898794110639457,39153531701
"309",0.726547240271044,39133600902
"310",0.598272791498583,39133601502
"311",0.586655299151795,35035000500
"312",0.586154326259094,35051962401
"313",1.06308687058696,35013001900
"314",1.09211759755523,35027960600
"315",0.904283145997736,35035000303
"316",1.29627178717723,35005001102
"317",1.07226889964084,35027960400
"318",0.786658257367593,35035000700
"319",1.58280449056618,35015000700
"320",1.00193920069169,35035000602
"321",1.39560692877485,35035000306
"322",0.982401839151936,35027960800
"323",1.10300033127254,35035000401
"324",0.908014151608375,35035000603
"325",0.911300340405013,35035000601
"326",0.897069253315419,48229950300
"327",1.03983193882564,35035000304
"328",0.909172591691756,35035000200
"329",1.0455032374115,35035000901
"330",1.19173916197324,48141010101
"331",0.878008987565309,35035000305
"332",0.946606303981087,35027960200
"333",0.614089061271826,35035940000
"334",0.581918625026042,35035000902
"335",0.648227705409407,35035000100
"336",1.41972610290317,35035000402
"337",1.10159152692531,48141010207
"338",0.930626680355566,13287970300
"339",0.981146159713886,13321950400
"340",1.14753564422363,13095011300
"341",0.671806027107395,13205090300
"342",0.791352571041436,13321950100
"343",0.801224401038558,13071970200
"344",0.592091520804974,13095000200
"345",0.703306917375072,13273120300
"346",0.821674063036658,13095001000
"347",1.11391475917179,13261950800
"348",0.960407481215697,13095010602
"349",1.07187766438902,13095000600
"350",1.86573823808254,13177020403
"351",1.0223842585481,13273120500
"352",0.815810531450667,13095010500
"353",1.0978521190956,13095011600
"354",0.60731237401075,13095001100
"355",0.922991369915563,13273120200
"356",1.7104603755344,13095010401
"357",0.926037443442944,13261950400
"358",1.09897311918522,13095000700
"359",0.958157335769245,13095000400
"360",1.30681934619959,13095010402
"361",0.474807429062072,13095010601
"362",1.04367551660236,13261950500
"363",0.93235680001154,13321950600
"364",1.42997839632264,13177020402
"365",1.35446117699886,13095000501
"366",0.876831937870075,13095011200
"367",0.653476784818281,13287970200
"368",2.43711327446612,13095010403
"369",1.40303708130451,13177020100
"370",0.69425127769539,13205090100
"371",0.551619854368117,13095010302
"372",0.908023452717334,13177020200
"373",0.436462429910818,13095000800
"374",1.04046043409433,13095011000
"375",1.01448719041876,13071970100
"376",1.01044004975629,13205090500
"377",0.412385251903094,13095001500
"378",0.878396365079768,13243790100
"379",1.50668903766163,13177020300
"380",1.38699353163366,13095010900
"381",1.2774378013807,13007960200
"382",1.21252189569618,13277960200
"383",0.86876929003295,13321950500
"384",0.906623778795115,13307960200
